abaissant
alphabétisé
alphanumérique
alpin
alpine
alpines
alpins
alsacien
alsacienne
alsaciennes
alsaciens
altérable
altéré
altérée
altérées
altérés
alternant
alternatif
alternatifs
alternative
alternatives
alterne
alterné
alternée
alternées
alternés
altier
altière
altières
altiers
altruiste
altruistes
alvéolaire
alvéolé
alvéolée
alvéolées
alvéolés
alvin
amaigri
amaigrie
amaigries
amaigris
amaigrissant
amaigrissante
amaigrissantes
amaigrissants
amalfitaine
amarante
amateur
amateurs
amatrice
amazonien
amazonienne
amazoniennes
ambiant
ambiante
ambiantes
ambiants
ambidextre
ambigu
ambiguë
ambiguës
ambigus
ambitieuse
ambitieuses
ambitieux
ambivalent
ambivalente
ambré
ambrée
ambrées
ambrés
ambulant
ambulante
ambulantes
ambulants
ambulatoire
améliorable
améliorateur
amélioré
améliorée
améliorées
améliorés
amène
amènes
amer
amère
amères
américain
américaine
américaines
américains
américano-britannique
américano-japonaise
américano-russe
américano-soviétique
américano-suédoise
américanophile
américanophiles
amérindien
amérindienne
amérindiennes
amérindiens
amers
améthyste
ami
amiable
amibienne
amical
amicale
amicales
amicaux
amie
amies
aminci
amincie
amincies
amincis
amincissant
amincissante
amincissantes
amincissants
aminé
aminés
amiral
amirale
amis
amish
amitieuse
ammoniac
ammoniacale
ammoniacales
ammoniacaux
ammoniaque
ammoniaqué
ammoniaquée
ammoniaquées
amnésique
amnésiques
amniotique
amnistiable
amnistiante
amnistiée
amnistiés
amollissant
amont
amoral
amorale
amoraux
amorphe
amorphes
amorti
amortie
amorties
amortis
amoureuse
amoureuses
amoureux
amovible
amovibles
amphibie
amphibies
amphigourique
amphigouriques
ample
amples
amplificateur
amplificateurs
ampoulé
ampoulée
ampoulées
ampoulés
amputé
amputée
amputées
amputés
amusant
amusante
amusantes
amusants
amygdalien
amylique
amyotrophique
anabaptiste
anabaptistes
anabolisant
anabolisants
anachronique
anachroniques
anadyomène
anaérobie
anal
anale
anales
analgésique
analgésiques
analogique
analogiques
analogue
analogues
analphabète
analphabètes
analytique
anaphylactique
anar
anarchique
anarchiques
anarchisant
anarchiste
anarchistes
anarcho-syndicaliste
anarcho-syndicalistes
anatomique
anatomiques
anatomophysiologique
anaux
ancestral
ancestrale
ancestrales
ancestraux
ancien
ancienne
anciennes
anciens
ancillaire
ancillaires
ancré
ancrée
ancrées
ancrés
andalou
andalous
andalouse
andalouses
andine
andines
andorranes
androgyne
androgynes
androgynique
androïde
androïdes
anéantissante
anéantissantes
anecdotique
anecdotiques
anémiante
anémié
anémiée
anémiés
anémique
anémiques
anémométrique
anesthésiant
anesthésiante
anesthésiantes
anesthésiants
anesthésique
angélique
angéliques
angevin
angevine
anglais
anglaise
anglaises
anglican
anglicane
anglicans
anglo-albanais
anglo-allemand
anglo-américain
anglo-américaine
anglo-américaines
anglo-américains
anglo-arabe
anglo-arabes
anglo-chinois
anglo-égyptien
anglo-égyptienne
anglo-éthiopien
anglo-français
anglo-française
anglo-hellénique
anglo-irlandais
anglo-normand
anglo-normande
anglo-normandes
anglo-russe
anglo-russes
anglo-saxon
anglo-saxonne
anglo-saxonnes
anglo-saxons
anglo-soviétique
anglomane
anglomanes
anglophile
anglophobe
anglophone
anglophones
angoissant
angoissante
angoissantes
angoissants
angoissé
angoissée
angoissées
angoissés
angolais
angora
angoras
angulaire
angulaires
anguleuse
anguleuses
anguleux
anhydre
animal
animale
animales
animalier
animalière
animalières
animaliers
animaux
animé
animée
animées
animés
animique
animiste
anionique
ankylosé
ankylosée
ankylosées
ankylosés
annamite
annelé
annelée
annelées
annelés
annexe
annexée
annexées
annexes
annexés
annihilant
annihilante
annihilateur
anniversaire
anniversaires
annonciateur
annonciateurs
annonciatrice
annonciatrices
annuel
annuelle
annuelles
annuels
annulaire
annulé
annulée
annulées
annulés
anobli
anoblie
anoblies
anoblissante
anodin
anodine
anodines
anodins
anodique
anonyme
anonymes
anorexique
anorexiques
anormal
anormale
anormales
anormaux
anosmique
ansée
ansées
antagonique
antagoniste
antagonistes
antarctique
antarctiques
antécédent
antécédents
antédiluvien
antédiluvienne
antédiluviennes
antédiluviens
antérieur
antérieure
antérieures
antérieurs
antérograde
anthracite
anthropiques
anthropoïde
anthropoïdes
anthropologique
anthropologiques
anthropométrique
anthropométriques
anthropomorphe
anthropomorphique
anthropophage
anthropophages
anthropophagiques
anthume
anti-aérien
anti-aérienne
anti-aériens
anti-âge
anti-anatomique
anti-aphrodisiaque
anti-atomique
anti-atomiques
anti-brouillard
anti-calciques
anti-capitaliste
anti-castriste
anti-célibataires
anti-communiste
anti-conglutinatif
anti-démocratique
anti-démocratiques
anti-dramatique
anti-émeute
anti-émeutes
anti-émotionnelle
anti-fasciste
anti-féministe
anti-fusionnel
anti-g
anti-gros
anti-hypertenseur
anti-immigrés
anti-impérialiste
anti-infectieux
anti-inflammatoire
anti-insurrectionnel
anti-jeunes
anti-métaphysique
anti-monstres
anti-nucléaire
anti-nucléaires
anti-odorants
anti-patriotique
anti-pédérastiques
anti-pelliculaire
anti-pirate
anti-psychotique
anti-romantique
anti-russe
anti-sèche
anti-sèches
anti-sémite
anti-sémites
anti-socialistes
anti-sociaux
anti-sous-marin
anti-soviétique
anti-syndical
anti-tabac
anti-terroriste
anti-viral
antiacide
antiacides
antiaérien
antiaérienne
antiaériennes
antiaériens
antialcoolique
antiallemands
antiaméricain
antiaméricaine
antiaméricaines
antiatomique
antibactérien
antibiotique
antibiotiques
antiblocage
antibolcheviques
antibourgeois
antibrouillard
antibruit
anticalcaire
anticapitaliste
anticastriste
anticastristes
anticatholique
antichar
antichars
antichoc
anticholinergique
antichrétien
antichrétienne
anticipateur
anticipatoire
anticipatrice
anticipé
anticipée
anticipées
anticipés
anticlérical
anticléricale
anticléricales
anticléricaux
anticommuniste
anticommunistes
anticonceptionnelle
anticonceptionnelles
anticonceptionnels
anticonformiste
anticonstitutionnel
anticonstitutionnelle
anticyclique
anticycloniques
antidémocratique
antidépresseur
antidépresseurs
antidérapant
antidérapante
antidérapantes
antidérapants
antidictatoriaux
antidopage
antidouleur
antidreyfusarde
antidrogue
antiémeute
antifasciste
antifascistes
antifrançaise
antifrançaises
antifumée
antigang
antigaullistes
antigel
antigravitationnel
antihémorragiques
antihistaminique
antihistaminiques
antihygiénique
antillais
antillaises
antilogique
antimaçonniques
antimarxiste
antimicrobien
antimigraineux
antimilitariste
antimilitaristes
antimissile
antimite
antimonde
antinationale
antinationales
antinationaliste
antinaturel
antinaturelle
antinazie
antinazis
antinomique
antinomiques
antinucléaire
antinucléaires
antiparasitage
antiparasite
antipathique
antipathiques
antipatriote
antipatriotiques
antipelliculaire
antipersonnel
antipersonnelle
antipersonnelles
antiphysiques
antipodaire
antipoison
antipoliomyélitique
antipollution
antipopulaire
antipsychotique
antipsychotiques
antique
antiques
antirabique
antiracistes
antiradiation
antireligieuse
antireligieux
antirépublicain
antirides
antirouille
antirusse
antisatellite
antiscientifique
antisémite
antisémites
antiseptique
antiseptiques
antisexistes
antisexuel
antisionistes
antiskating
antisocial
antisociale
antisociales
antisociaux
antisolaire
antisolaires
antisoviétique
antisoviétiques
antispasmodique
antisportif
antistalinien
antistaliniens
antistatique
antistatiques
antistress
antitabac
antiterroriste
antitétanique
antithétiques
antitoxique
antitrust
antitussif
antitussives
antityphoïdique
antivariolique
antivenimeux
antiviolence
antiviral
antiviraux
antivol
antonin
anxieuse
anxieuses
anxieux
aortique
aortiques
apache
apaches
apaisant
apaisante
apaisantes
apaisants
apathique
apathiques
apatride
apatrides
apéritif
apéritifs
apéritive
apéritives
apeuré
apeurée
apeurées
apeurés
aphasique
aphasiques
aphone
aphones
aphrodisiaque
aphrodisiaques
aphteuse
aphteux
apivore
aplati
aplatie
aplaties
aplatis
apocalyptique
apocalyptiques
apocryphe
apocryphes
apodictique
apolitique
apolitiques
apologétique
apologétiques
aponévrotique
apoplectique
apoplectiques
apostat
apostats
apostolique
apostoliques
apparaissant
apparent
apparente
apparenté
apparentée
apparentes
apparentés
apparents
appartenant
appauvrissant
appauvrissante
appelant
appétissant
appétissante
appétissantes
appétissants
applicable
applicables
appliqué
appliquée
appliquées
appliqués
appointé
appointée
appointés
appréciable
appréciables
appréhensif
apprêté
apprêtée
apprêtées
apprêtés
appris
apprise
apprises
apprivoiseur
approbateur
approbateurs
approbatif
approbatrice
approchant
approchants
approché
approchée
approchés
approfondi
approfondie
approfondies
approfondis
approprié
appropriée
appropriées
appropriés
approuvé
approuvée
approuvées
approuvés
approximatif
approximatifs
approximative
approximatives
appuyé
appuyée
appuyées
appuyés
âpre
âpres
après-rasage
après-vente
apte
aptère
aptères
aptes
aquarellés
aquatique
aquatiques
aqueuse
aqueuses
aqueux
aquifère
aquilin
aquitain
arabe
arabes
arabique
arabisant
arabisants
arable
arables
arachnéen
arachnéenne
arachnéennes
aragonais
aragonaise
araméen
araméenne
aramide
aranéeuse
aratoire
aratoires
araucanien
araucaniennes
araucaniens
arbitraire
arbitraires
arbitrale
arborescent
arborescentes
arborescents
arboricole
arc-en-ciel
arcadien
arcadienne
arcadiens
archaïque
archaïques
archangélique
archéologique
archéologiques
archétypale
archétypaux
archi-blet
archi-chiants
archi-connu
archi-connus
archi-dégueu
archi-faux
archi-libre
archi-prouvé
archi-sèches
archi-sophistiquée
archi-usé
archi-vieux
archicomble
archicombles
archiconnu
archiépiscopal
archifaux
archinulles
architectonique
architectural
architecturale
architecturales
architecturaux
arctique
arctiques
ardéchoise
ardent
ardente
ardentes
ardents
ardoise
ardoisée
ardoisés
ardu
ardue
ardues
ardus
argent
argenté
argentée
argentées
argentés
argentifères
argentin
argentine
argentines
argentins
argileuse
argileux
argotique
argotiques
aride
arides
ariégeois
ariégeoise
arien
arienne
ariens
aristo
aristocrate
aristocrates
aristocratique
aristocratiques
aristos
aristotélicien
aristotélicienne
arithmétique
arithmétiques
armé
armée
armées
arménien
arménienne
arméniennes
arméniens
arménoïde
armés
armorial
armoricaine
aromatique
aromatiques
arqué
arquée
arquées
arqués
arraché
arrachée
arrachées
arrachés
arrangeant
arrangeante
arrangeantes
arrangeants
arrêté
arrêtée
arrêtées
arrêtés
arriéré
arrière
arriérée
arriérées
arriérés
arrivé
arrivée
arrivées
arrivés
arriviste
arrivistes
arrogant
arrogante
arrogantes
arrogants
arrondi
arrondie
arrondies
arrondis
arrosé
arrosée
arrosées
arrosés
arsenicales
arsénieux
arsouille
arsouilles
artériel
artérielle
artérielles
artésien
arthritique
arthritiques
arthurien
arthurienne
arthuriens
articulaire
articulaires
articulé
articulée
articulées
articulés
artificiel
artificielle
artificielles
artificiels
artificieuse
artificieuses
artisanal
artisanale
artisanales
artisanaux
artiste
artiste-peintre
artistes
artistique
artistiques
aryen
aryenne
aryennes
aryens
arythmique
ascendant
ascendante
ascendantes
ascendants
ascensionnel
ascensionnelle
ascensionnelles
ascétique
ascétiques
ascorbique
aseptique
aseptiques
aseptisé
aseptisée
aseptisées
aseptisés
asexué
asexuée
asexuées
asexuelle
asexués
asiate
asiatique
asiatiques
asilaire
asocial
asociale
asociales
asociaux
aspartique
aspécifique
asphyxiant
asphyxiante
asphyxiants
asphyxié
asphyxiée
asphyxiées
asphyxiés
aspirant
aspirante
aspirantes
aspirants
aspirateur
aspirateurs
aspiré
aspirée
aspirées
aspirés
assagi
assagie
assagis
assaillant
assaillante
assaillants
assassin
assassine
assassiné
assassinée
assassinées
assassines
assassinés
assassins
assemblé
assemblés
assermenté
assermentés
asservi
asservie
asservies
asservis
asservissant
assidu
assidue
assidues
assidus
assiégé
assiégeantes
assiégée
assiégées
assiégés
assimilable
assimilables
assimilant
assimilateurs
assimilé
assimilée
assimilées
assimilés
assis
assise
assises
assisté
assistée
assistées
assistés
associatifs
associative
associé
associée
associées
associés
assoiffé
assoiffée
assoiffées
assoiffés
assommant
assommante
assommantes
assommants
assonants
assorti
assortie
assorties
assortis
assoupi
assoupie
assoupies
assoupis
assoupissant
assourdi
assourdie
assourdies
assourdis
assourdissant
assourdissante
assourdissantes
assourdissants
assujetti
assujetties
assujettis
assujettissant
assurable
assuré
assurée
assurées
assurés
assyrien
assyrienne
assyriennes
assyriens
asthmatique
asthmatiques
astigmate
astral
astrale
astrales
astraux
astreignant
astreignante
astreignantes
astreint
astreinte
astreintes
astreints
astringent
astringente
astringentes
astrologique
astrologiques
astronomique
astronomiques
astucieuse
astucieuses
astucieux
asymétrique
asymétriques
asymptomatique
asymptomatiques
asynchrone
atavique
ataviques
athée
athées
athéiste
athénien
athénienne
athéniennes
athéniens
athlétique
athlétiques
atlantique
atlantiques
atmosphérique
atmosphériques
atomique
atomiques
atomisé
atomisée
atomiste
atomistes
atonal
atonale
atonales
atone
atones
atrabilaire
atroce
atroces
atrophié
atrophiée
atrophiées
atrophiés
attablé
attablée
attablées
attablés
attachant
attachante
attachants
attaché
attachée
attachées
attachés
attaquable
attaquant
attaquante
attaquants
attardé
attardée
attardées
attardés
atteignable
atteint
atteinte
atteintes
atteints
attenant
attenante
attenantes
attendant
attendrissant
attendrissante
attendrissantes
attendrissants
attendu
attendue
attendues
attendus
attentatoire
attentatoires
attentif
attentifs
attentionné
attentionnée
attentionnées
attentionnés
attentiste
attentive
attentives
atténuante
atténuantes
atténué
atténuée
atténuées
atténués
atterrant
atterrante
atterré
atterrée
atterrés
attesté
attestée
attique
attiques
attirant
attirante
attirantes
attirants
attitré
attitrée
attitrées
attitrés
attracteur
attracteurs
attractif
attractifs
attractive
attrayant
attrayante
attrayantes
attrayants
attribuable
attribué
attribuée
attribuées
attribués
attristant
attristante
attristantes
attristé
attristée
attristés
atypique
atypiques
aubère
aubergine
auburn
audacieuse
audacieuses
audacieux
audible
audibles
audienciers
audio
audio-visuel
audio-visuelle
audiovisuel
audiovisuelle
audiovisuelles
auditif
auditifs
auditive
auditives
augural
augurale
auguste
augustes
augustinien
aulique
auréolaire
auréolé
auréolée
auréolées
auréolés
auriculaire
aurifère
aurifères
auroral
austère
austères
austral
australe
australes
australien
australienne
australiennes
australiens
austro-hongrois
austro-hongroises
autarcique
autarciques
authentique
authentiques
autiste
autistes
autistique
auto-adhésive
auto-immun
auto-immune
autobiographique
autobiographiques
autochtone
autochtones
autocollant
autocollante
autocollantes
autocollants
autocrate
autocratique
autocratiques
autodestructeur
autodestructeurs
autodestructible
autodestructrice
autodidacte
autodidactes
autodidactique
autodirecteur
autoérotique
autofocus
autogène
autogérée
autographe
autographes
autoguidé
autologues
automatique
automatiques
automatisé
automatisée
automatisées
automatisés
automnal
automnale
automnales
automobile
automobiles
automoteur
automoteurs
automotrice
autonettoyant
autonettoyante
autonome
autonomes
autonomique
autonomistes
autoportée
autopropulsé
autopropulsée
autopropulsés
autorégulateur
autorisé
autorisée
autorisées
autorisés
autoritaire
autoritaires
autoroutière
autoroutière
autoroutiers
autosuffisant
autosuffisants
autre
autres
autrichien
autrichienne
autrichiennes
autrichiens
auvergnat
auvergnate
auvergnates
auvergnats
auxiliaire
auxiliaires
avachi
avachie
avachies
avachis
avalant
avancé
avancée
avancées
avancés
avant
avant-coureur
avant-coureurs
avant-courrière
avant-dernier
avant-dernière
avant-gardiste
avant-gardistes
avant-gauche
avant-première
avantageuse
avantageuses
avantageux
avare
avares
avaricieuse
avaricieux
avarié
avariée
avariées
avariés
avenant
avenante
avenantes
avenants
aventuré
aventurée
aventurées
aventurés
aventureuse
aventureuses
aventureux
aventurier
aventurière
aventuriers
avenu
avenue
avenues
avenus
avéré
avérée
avérées
avérés
averti
avertie
averties
avertis
avertisseur
avertisseurs
avertisseuses
aveuglant
aveuglante
aveuglantes
aveuglants
aveugle
aveugles
aveulissante
aviaire
avicole
avide
avides
avignonnaise
avilissant
avilissante
avilissantes
avilissants
aviné
avinée
avinées
avinés
avisé
avisée
avisées
avisés
avivé
avoisinant
avoisinante
avoisinantes
avoisinants
avorté
avortée
avortées
avortés
avouable
avouables
avoué
avouée
avouées
avoués
avunculaire
axial
axiale
axillaire
azerbaïdjanais
azéri
azéris
azimutal
azimuté
azoïque
aztèque
aztèques
azur
azuré
azurée
azurées
azurés
azygos
azyme
baba
babélienne
babillard
babillarde
babylonien
babylonienne
babyloniens
bâché
bâchée
bâchées
bâchés
bachique
bachiques
bacillaires
bactéricide
bactéricides
bactérien
bactérienne
bactériennes
bactériologique
bactériologiques
badaud
badauds
badgés
badin
badine
badins
badois
badoise
bafoué
bafouée
bafouées
bafoués
bafouillant
bafouillante
bafouillantes
bagarreur
bagarreurs
bagarreuse
bagarreuses
bagousées
bagué
baguée
baguées
bagués
bai
baie
baies
bâillant
bâillante
bâillantes
bais
baisable
baisables
baissier
baladeur
baladeurs
baladeuse
baladeuses
balafré
balafrée
balafrés
balais
balaise
balaises
balancé
balancée
balancées
balancés
balayant
balbutiant
balbutiante
balbutiantes
baleiné
baleinée
baleinées
baleinés
baleinier
baleinière
baleinières
baleiniers
balèze
balèzes
balinais
balinaise
balistes
balistique
balistiques
balkanique
balkaniques
ballant
ballante
ballantes
ballants
ballonnant
ballonnante
ballonnants
ballonné
ballonnée
ballonnées
ballonnés
ballot
ballots
ballotté
ballottée
balnéaire
balnéaires
balourd
balourde
balourds
balsamique
balsamiques
balte
baltes
baltique
baltiques
balzacien
balzacienne
balzaciennes
balzaciens
bambara
banal
banale
banales
banals
bananier
bananière
bananiers
banaux
bancaire
bancaires
bancal
bancale
bancales
bancals
banco
bancroche
bancroches
bandant
bandante
bandantes
bandants
bandé
bandée
bandées
bandés
banlieusard
banlieusarde
banlieusardes
banlieusards
banni
bannie
bannies
bannis
bantou
bantoue
baptismal
baptismale
baptismales
baptismaux
baptiste
baptistes
baraqué
baraquée
baraqués
baratineur
baratineuse
barbant
barbante
barbantes
barbants
barbare
barbares
barbaresque
barbaresques
barbelé
barbelée
barbelées
barbelés
barbette
barbichu
barbichus
barbiturique
barbituriques
barboteuses
barbouillé
barbouillée
barbouillées
barbouillés
barbouze
barbu
barbue
barbues
barbus
bardiques
barge
barges
bariolé
bariolée
bariolées
bariolés
barje
barjes
barjo
barjos
barjot
barjots
barométrique
baroque
baroques
barré
barreaudées
barrée
barrées
barrés
baryté
bas
basal
basaltique
basané
basanée
basanées
basanés
basculant
basculante
basculants
basé
basée
basées
basés
basilaire
basilique
basiliques
basique
basiques
basquaise
basque
basques
basse
basses
batailleur
batailleurs
batailleuse
batailleuses
bâtard
bâtarde
bâtardes
bâtards
batave
bataves
bâté
bâtés
bath
bathyale
bathymétrique
bâti
bâtie
bâties
bâtis
batracienne
battant
battante
battantes
battants
battu
battue
battues
battus
baudelairien
baudelairiennes
baudelairiens
bavard
bavarde
bavardes
bavards
bavarois
bavaroise
bavaroises
bavasseur
baveur
baveurs
baveuse
baveuses
baveux
bayadère
bayadères
bcbg
béant
béante
béantes
béants
béarnais
béarnaise
beat
béat
béate
béates
béatifique
beatnik
beatniks
béats
beau
beauceron
beauceronne
beauceronnes
beaucerons
beaux
bébête
bébêtes
bécasse
bécasses
bêcheur
bêcheurs
bêcheuse
bêcheuses
bécoteur
bedonnant
bedonnante
bedonnantes
bedonnants
bédouin
bédouine
bédouines
bédouins
bée
bée
bées
beethovénien
bégayant
bégayante
bégayantes
bégayants
bégayeur
bègue
bègues
bégueule
bégueules
behavioriste
beige
beigeasses
beiges
bel
bêlant
bêlantes
bêlants
belge
belges
belle
belles
bellevillois
bellevilloise
belliciste
bellicistes
belligérant
belligérante
belligérantes
belligérants
belliqueuse
belliqueuses
belliqueux
bellissime
bellot
